string_field_0,string_field_1
Apple,user_15157
Apple,user_10666
Apple,user_18895
Apple,user_13103
Apple,user_14804
Apple,user_17677
Apple,user_13966
Apple,user_16415
Apple,user_11322
Apple,user_19203
Apple,user_18920
Apple,user_17896
Apple,user_16618
Apple,user_17536
Apple,user_10846
Apple,user_18129
Apple,user_16040
Apple,user_16873
Apple,user_14773
Apple,user_19275
Apple,user_16285
Apple,user_17919
Apple,user_13508
Apple,user_17631
Apple,user_15905
Apple,user_17916
Apple,user_11734
Apple,user_11009
Apple,user_17654
Apple,user_12828
Apple,user_13176
Apple,user_15642
Apple,user_10478
Apple,user_13616
Apple,user_15785
Apple,user_11588
Apple,user_12861
Apple,user_19335
Apple,user_16760
Apple,user_11620
Apple,user_16952
Apple,user_16586
Apple,user_13848
Apple,user_16612
Apple,user_15936
Apple,user_16225
Apple,user_13357
Apple,user_16923
Apple,user_15056
Apple,user_18232
Apple,user_14918
Apple,user_16857
Apple,user_19342
Apple,user_15007
Apple,user_18963
Apple,user_15632
Apple,user_13701
Apple,user_19039
Apple,user_15150
Apple,user_12008
Apple,user_14921
Apple,user_17084
Apple,user_12050
Apple,user_10459
Apple,user_11514
Apple,user_14838
Apple,user_16117
Apple,user_13317
Apple,user_15910
Apple,user_12787
Apple,user_17752
Apple,user_14605
Apple,user_10213
Apple,user_16408
Apple,user_13517
Apple,user_15710
Apple,user_17121
Apple,user_16221
Apple,user_18536
Apple,user_19354
Apple,user_15934
Apple,user_16469
Apple,user_18272
Apple,user_10338
Apple,user_16831
Apple,user_16801
Apple,user_10796
Apple,user_10042
Apple,user_10223
Apple,user_13240
Apple,user_13008
Apple,user_12731
Apple,user_15193
Apple,user_11223
Apple,user_17844
Apple,user_15506
Apple,user_19244
Apple,user_19413
Apple,user_11978
Apple,user_12881
Apple,user_12728
Apple,user_12630
Apple,user_13509
Apple,user_10502
Apple,user_16181
Apple,user_11641
Apple,user_16310
Apple,user_15893
Apple,user_17579
Apple,user_11371
Apple,user_16483
Apple,user_15834
Apple,user_17737
Apple,user_13527
Apple,user_15296
Apple,user_15351
Apple,user_11798
Apple,user_16761
Apple,user_17304
Apple,user_14004
Apple,user_15631
Apple,user_12816
Apple,user_10799
Apple,user_16037
Apple,user_16115
Apple,user_16396
Apple,user_16096
Apple,user_12086
Apple,user_14130
Apple,user_17256
Apple,user_15251
Apple,user_11091
Apple,user_12497
Apple,user_14813
Apple,user_16802
Apple,user_16556
Apple,user_15749
Apple,user_11314
Apple,user_12759
Apple,user_16030
Apple,user_10581
Apple,user_11198
Apple,user_19085
Apple,user_12714
Apple,user_11633
Apple,user_17807
Apple,user_13438
Apple,user_11114
Apple,user_14680
Apple,user_10883
Apple,user_15228
Apple,user_15277
Apple,user_12922
Apple,user_10703
Apple,user_14941
Apple,user_17316
Apple,user_11552
Apple,user_18776
Apple,user_12567
Apple,user_10859
Apple,user_16515
Apple,user_16564
Apple,user_16438
Apple,user_11931
Apple,user_13373
Apple,user_11301
Apple,user_14651
Apple,user_15556
Apple,user_18024
Apple,user_11967
Apple,user_15203
Apple,user_11454
Apple,user_11888
Apple,user_13893
Apple,user_18852
Apple,user_12726
Apple,user_16852
Apple,user_18401
Apple,user_11364
Apple,user_13872
Apple,user_18313
Apple,user_13866
Apple,user_18890
Apple,user_12471
Apple,user_10320
Apple,user_17939
Apple,user_10192
Apple,user_12152
Apple,user_15098
Apple,user_19386
Apple,user_13133
Apple,user_14817
Apple,user_16409
Apple,user_15561
Apple,user_10011
Apple,user_11985
Apple,user_13880
Apple,user_18053
Apple,user_18935
Apple,user_11280
Apple,user_12665
Apple,user_12860
Apple,user_13607
Apple,user_19087
Apple,user_12416
Apple,user_13202
Apple,user_12227
Apple,user_11879
Apple,user_16364
Apple,user_17158
Apple,user_15467
Apple,user_10433
Apple,user_11440
Apple,user_16648
Apple,user_13226
Apple,user_13639
Apple,user_13217
Apple,user_12025
Apple,user_18254
Apple,user_16032
Apple,user_11685
Apple,user_13068
Apple,user_13458
Apple,user_10002
Apple,user_10518
Apple,user_17642
Apple,user_10794
Apple,user_12476
Apple,user_11737
Apple,user_17920
Apple,user_11231
Apple,user_12712
Apple,user_10954
Apple,user_10170
Apple,user_17953
Apple,user_15269
Apple,user_14951
Apple,user_17273
Apple,user_17455
Apple,user_11579
Apple,user_10483
Apple,user_12280
Apple,user_14614
Apple,user_11006
Apple,user_10820
Apple,user_19117
Apple,user_12455
Apple,user_17019
Apple,user_14593
Apple,user_11259
Apple,user_18797
Apple,user_12602
Apple,user_16149
Apple,user_14699
Apple,user_18878
Apple,user_17348
Apple,user_18679
Apple,user_14475
Apple,user_17133
Apple,user_16755
Apple,user_19210
Apple,user_16319
Apple,user_13117
Apple,user_10114
Apple,user_15416
Apple,user_10202
Apple,user_19147
Apple,user_13948
Apple,user_14595
Apple,user_10671
Apple,user_17353
Apple,user_18132
Apple,user_12761
Apple,user_15796
Apple,user_11889
Apple,user_19158
Apple,user_16726
Apple,user_10849
Apple,user_19222
Apple,user_17480
Apple,user_17172
Apple,user_15328
Apple,user_15140
Apple,user_14827
Apple,user_13845
Apple,user_17999
Apple,user_10631
Apple,user_10410
Apple,user_16915
Apple,user_16660
Apple,user_18118
Apple,user_13353
Apple,user_14978
Apple,user_14919
Apple,user_14377
Apple,user_10236
Apple,user_18156
Apple,user_10301
Apple,user_15956
Apple,user_11580
Apple,user_12258
Apple,user_13394
Apple,user_12746
Apple,user_19285
Apple,user_14994
Apple,user_15113
Apple,user_14246
Apple,user_15613
Apple,user_15339
Apple,user_15295
Apple,user_13316
Apple,user_14887
Apple,user_14578
Apple,user_16543
Apple,user_12955
Apple,user_14044
Apple,user_13268
Apple,user_17044
Apple,user_11908
Apple,user_18784
Apple,user_12755
Apple,user_13435
Apple,user_13541
Apple,user_10307
Apple,user_17986
Apple,user_12510
Apple,user_10552
Apple,user_17779
Apple,user_17955
Apple,user_18210
Apple,user_13523
Apple,user_17853
Apple,user_10125
Apple,user_18340
Apple,user_15116
Apple,user_16370
Apple,user_11521
Apple,user_13628
Apple,user_15831
Apple,user_17701
Apple,user_11648
Apple,user_12986
Apple,user_17234
Apple,user_14745
Apple,user_15750
Apple,user_15697
Apple,user_12072
Apple,user_11640
Apple,user_15998
Apple,user_15728
Apple,user_15684
Apple,user_17651
Apple,user_11089
Apple,user_18483
Apple,user_11496
Apple,user_15072
Apple,user_10312
Apple,user_16902
Apple,user_11821
Apple,user_11033
Apple,user_12099
Apple,user_15610
Apple,user_16362
Apple,user_16597
Apple,user_11012
Apple,user_15151
Apple,user_16617
Apple,user_14263
Apple,user_11618
Apple,user_17049
Apple,user_13259
Apple,user_14060
Apple,user_13729
Apple,user_14691
Apple,user_15375
Apple,user_19363
Apple,user_14421
Apple,user_10283
Apple,user_15441
Apple,user_18754
Apple,user_18186
Apple,user_16074
Apple,user_12017
Apple,user_13979
Apple,user_15160
Apple,user_19209
Apple,user_18111
Apple,user_17542
Apple,user_13982
Apple,user_17343
Apple,user_17229
Apple,user_11945
Apple,user_19055
Apple,user_11780
Apple,user_15839
Apple,user_18815
Apple,user_11104
Apple,user_17888
Apple,user_14303
Apple,user_14805
Apple,user_16029
Apple,user_11679
Apple,user_16950
Apple,user_12611
Apple,user_16703
Apple,user_17330
Apple,user_15276
Apple,user_18639
Apple,user_10067
Apple,user_19140
Apple,user_14406
Apple,user_18531
Apple,user_19387
Apple,user_16523
Apple,user_14735
Apple,user_15850
Apple,user_15393
Apple,user_11974
Apple,user_11040
Apple,user_12612
Apple,user_11452
Apple,user_10450
Apple,user_18202
Apple,user_14206
Apple,user_16100
Apple,user_13643
Apple,user_16851
Apple,user_14274
Apple,user_13144
Apple,user_15709
Apple,user_14440
Apple,user_11425
Apple,user_18900
Apple,user_18674
Apple,user_11812
Apple,user_15359
Apple,user_11839
Apple,user_18377
Apple,user_14860
Apple,user_12266
Apple,user_15185
Apple,user_16470
Apple,user_15403
Apple,user_10945
Apple,user_11172
Apple,user_11153
Apple,user_15040
Apple,user_10564
Apple,user_12744
Apple,user_16294
Apple,user_17671
Apple,user_18452
Apple,user_19196
Apple,user_15025
Apple,user_15377
Apple,user_12208
Apple,user_10758
Apple,user_17042
Apple,user_13526
Apple,user_11147
Apple,user_12161
Apple,user_17086
Apple,user_11078
Apple,user_10388
Apple,user_10332
Apple,user_17325
Apple,user_14000
Apple,user_10955
Apple,user_13208
Apple,user_15704
Apple,user_18828
Apple,user_18112
Apple,user_17122
Apple,user_10979
Apple,user_17271
Apple,user_18351
Apple,user_11599
Apple,user_13187
Apple,user_19254
Apple,user_11761
Apple,user_17080
Apple,user_15493
Apple,user_10939
Apple,user_13781
Apple,user_12140
Apple,user_18638
Apple,user_11750
Apple,user_12735
Apple,user_14897
Apple,user_16025
Apple,user_14625
Apple,user_17887
Apple,user_19093
Apple,user_17102
Apple,user_16899
Apple,user_19047
Apple,user_16039
Apple,user_16521
Apple,user_10880
Apple,user_11741
Apple,user_10003
Apple,user_12222
Apple,user_13989
Apple,user_10231
Apple,user_18652
Apple,user_16868
Apple,user_18207
Apple,user_16771
Apple,user_14989
Apple,user_17635
Apple,user_14702
Apple,user_18910
Apple,user_10162
Apple,user_18657
Apple,user_11851
Apple,user_12636
Apple,user_15473
Apple,user_11170
Apple,user_13751
Apple,user_16351
Apple,user_17358
Apple,user_18884
Apple,user_14318
Apple,user_19046
Apple,user_10331
Apple,user_19032
Apple,user_10929
Apple,user_14723
Apple,user_12320
Apple,user_17059
Apple,user_15944
Apple,user_15637
Apple,user_13481
Apple,user_17639
Apple,user_11626
Apple,user_10172
Apple,user_19326
Apple,user_14809
Apple,user_16932
Apple,user_12626
Apple,user_11103
Apple,user_17155
Apple,user_15064
Apple,user_16417
Apple,user_18182
Apple,user_11596
Apple,user_13253
Apple,user_19089
Apple,user_13696
Apple,user_16733
Apple,user_10993
Apple,user_13785
Apple,user_10681
Apple,user_13082
Apple,user_12981
Apple,user_12142
Apple,user_14695
Apple,user_15923
Apple,user_15659
Apple,user_14581
Apple,user_14611
Apple,user_18176
Apple,user_10927
Apple,user_16776
Apple,user_18022
Apple,user_11971
Apple,user_18338
Apple,user_11228
Apple,user_18052
Apple,user_10973
Apple,user_12781
Apple,user_17667
Apple,user_14379
Apple,user_10913
Apple,user_17809
Apple,user_17286
Apple,user_10699
Apple,user_16151
Apple,user_11412
Apple,user_11771
Apple,user_18633
Apple,user_19267
Apple,user_19237
Apple,user_14055
Apple,user_18775
Apple,user_11563
Apple,user_16971
Apple,user_11404
Apple,user_12289
Apple,user_15026
Apple,user_16730
Apple,user_11668
Apple,user_13073
Apple,user_15841
Apple,user_16197
Apple,user_11719
Apple,user_16179
Apple,user_18297
Apple,user_16979
Apple,user_15918
Apple,user_12736
Apple,user_11770
Apple,user_14652
Apple,user_10946
Apple,user_11236
Apple,user_14399
Apple,user_10303
Apple,user_15979
Apple,user_16665
Apple,user_14091
Apple,user_13205
Apple,user_14453
Apple,user_11395
Apple,user_14002
Apple,user_15042
Apple,user_14636
Apple,user_12063
Apple,user_12362
Apple,user_18620
Apple,user_14050
Apple,user_17119
Apple,user_16264
Apple,user_11986
Apple,user_11199
Apple,user_14494
Apple,user_10448
Apple,user_15803
Apple,user_16463
Apple,user_11212
Apple,user_12123
Apple,user_10801
Apple,user_12038
Apple,user_11611
Apple,user_15576
Apple,user_12005
Apple,user_13752
Apple,user_14679
Apple,user_10333
Apple,user_12882
Apple,user_18528
Apple,user_19124
Apple,user_14909
Apple,user_10073
Apple,user_15958
Apple,user_13298
Apple,user_11982
Apple,user_16740
Apple,user_17883
Apple,user_17027
Apple,user_11201
Apple,user_14910
Apple,user_15027
Apple,user_13870
Apple,user_12806
Apple,user_18874
Apple,user_18617
Apple,user_15780
Apple,user_18800
Apple,user_17944
Apple,user_13877
Apple,user_10736
Apple,user_16712
Apple,user_16723
Apple,user_12249
Apple,user_18585
Apple,user_14338
Apple,user_18088
Apple,user_10791
Apple,user_14676
Apple,user_12974
Apple,user_13773
Apple,user_11133
Apple,user_10381
Apple,user_15289
Apple,user_18258
Apple,user_16983
Apple,user_12810
Apple,user_15123
Apple,user_12337
Apple,user_13007
Apple,user_14171
Apple,user_17047
Apple,user_11650
Apple,user_17440
Apple,user_11965
Apple,user_14028
Apple,user_10669
Apple,user_17900
Apple,user_12260
Apple,user_18841
Apple,user_14511
Apple,user_19360
Apple,user_16013
Apple,user_10863
Apple,user_10773
Apple,user_15677
Apple,user_16116
Apple,user_17773
Apple,user_18252
Apple,user_18154
Apple,user_13809
Apple,user_10971
Apple,user_12516
Apple,user_11139
Apple,user_11394
Apple,user_13859
Apple,user_11411
Apple,user_10720
Apple,user_16513
Apple,user_10988
Apple,user_12792
Apple,user_15862
Apple,user_17973
Apple,user_11574
Apple,user_10757
Apple,user_17110
Apple,user_18183
Apple,user_10969
Apple,user_15164
Apple,user_17988
Apple,user_11923
Apple,user_14014
Apple,user_13221
Apple,user_16735
Apple,user_11831
Apple,user_13203
Apple,user_15926
Apple,user_15777
Apple,user_12751
Apple,user_15579
Apple,user_11118
Apple,user_12657
Apple,user_18510
Apple,user_19334
Apple,user_15173
Apple,user_17842
Apple,user_17937
Apple,user_12647
Apple,user_13334
Apple,user_16041
Apple,user_14007
Apple,user_14662
Apple,user_12469
Apple,user_12153
Apple,user_13868
Apple,user_16394
Apple,user_19230
Apple,user_14493
Apple,user_12951
Apple,user_15058
Apple,user_17497
Apple,user_16704
Apple,user_11670
Apple,user_16405
Apple,user_19072
Apple,user_11960
Apple,user_17534
Apple,user_13861
Apple,user_14474
Apple,user_10609
Apple,user_17620
Apple,user_18443
Apple,user_14543
Apple,user_14265
Apple,user_17492
Apple,user_16465
Apple,user_11274
Apple,user_11511
Apple,user_12003
Apple,user_14687
Apple,user_13003
Apple,user_14960
Apple,user_12440
Apple,user_10835
Apple,user_12204
Apple,user_13962
Apple,user_13992
Apple,user_17017
Apple,user_17107
Apple,user_18429
Apple,user_15526
Apple,user_17145
Apple,user_13392
Apple,user_12399
Apple,user_10819
Apple,user_19402
Apple,user_13222
Apple,user_14669
Apple,user_15730
Apple,user_11074
Apple,user_15665
Apple,user_13919
Apple,user_10316
Apple,user_13896
Apple,user_11786
Apple,user_17459
Apple,user_12092
Apple,user_10607
Apple,user_13553
Apple,user_17412
Apple,user_17587
Apple,user_16583
Apple,user_11643
Apple,user_12876
Apple,user_11760
Apple,user_15924
Apple,user_16139
Apple,user_11590
Apple,user_14292
Apple,user_19198
Apple,user_14517
Apple,user_12500
Apple,user_16820
Apple,user_14708
Apple,user_13237
Apple,user_10529
Apple,user_15482
Apple,user_17140
Apple,user_12786
Apple,user_13098
Apple,user_19094
Apple,user_17712
Apple,user_14663
Apple,user_14991
Apple,user_17874
Apple,user_17078
Apple,user_17788
Apple,user_10278
Apple,user_13051
Apple,user_11688
Apple,user_15960
Apple,user_17910
Apple,user_16819
Apple,user_12671
Apple,user_10950
Apple,user_16015
Apple,user_17669
Apple,user_11573
Apple,user_16560
Apple,user_11328
Apple,user_17235
Apple,user_10481
Apple,user_17215
Apple,user_15427
Apple,user_13640
Apple,user_12307
Apple,user_15745
Apple,user_15552
Apple,user_17648
Apple,user_13194
Apple,user_17046
Apple,user_18512
Apple,user_10234
Apple,user_16374
Apple,user_15054
Apple,user_13799
Apple,user_13090
Apple,user_14331
Apple,user_10990
Apple,user_14202
Apple,user_17099
Apple,user_12094
Apple,user_14179
Apple,user_10028
Apple,user_12020
Apple,user_16003
Apple,user_19027
Apple,user_15065
Apple,user_11899
Apple,user_10934
Apple,user_19091
Apple,user_14997
Apple,user_18008
Apple,user_14419
Apple,user_16392
Apple,user_11241
Apple,user_18010
Apple,user_18060
Apple,user_10325
Apple,user_11064
Apple,user_11696
Apple,user_19384
Apple,user_12411
Apple,user_11962
Apple,user_11895
Apple,user_12423
Apple,user_12040
Apple,user_11671
Apple,user_17856
Apple,user_19399
Apple,user_10430
Apple,user_11318
Apple,user_18632
Apple,user_12068
Apple,user_10157
Apple,user_18424
Apple,user_11203
Apple,user_10551
Apple,user_11789
Apple,user_10178
Apple,user_12631
Apple,user_18194
Apple,user_11751
Apple,user_11947
Apple,user_14789
Apple,user_16938
Apple,user_13895
Apple,user_13974
Apple,user_16386
Apple,user_16901
Apple,user_11204
Apple,user_16477
Apple,user_13415
Apple,user_19255
Apple,user_13891
Apple,user_12838
Apple,user_14469
Apple,user_12900
Apple,user_16731
Apple,user_11162
Apple,user_15301
Apple,user_12314
Apple,user_11036
Apple,user_12130
Apple,user_13946
Apple,user_12097
Apple,user_19328
Apple,user_19374
Apple,user_19100
Apple,user_18997
Apple,user_13469
Apple,user_10416
Apple,user_11408
Apple,user_14697
Apple,user_11237
Apple,user_10740
Apple,user_13669
Apple,user_18050
Apple,user_10957
Apple,user_13101
Apple,user_11834
Apple,user_12437
Apple,user_10194
Apple,user_13324
Apple,user_18032
Apple,user_19228
Apple,user_15727
Apple,user_14987
Apple,user_17487
Apple,user_13164
Apple,user_18807
Apple,user_12372
Apple,user_15685
Apple,user_10677
Apple,user_14824
Apple,user_15444
Apple,user_17971
Apple,user_16250
Apple,user_15825
Apple,user_18171
Apple,user_13787
Apple,user_14616
Apple,user_11166
Apple,user_18120
Apple,user_14420
Apple,user_11767
Apple,user_17876
Apple,user_18613
Apple,user_18423
Apple,user_12306
Apple,user_11384
Apple,user_13487
Apple,user_18465
Apple,user_11269
Apple,user_16259
Apple,user_14816
Apple,user_16067
Apple,user_11584
Apple,user_10313
Apple,user_16411
Apple,user_17652
Apple,user_11017
Apple,user_16057
Apple,user_10243
Apple,user_17689
Apple,user_12374
Apple,user_12865
Apple,user_12205
Apple,user_18160
Apple,user_17281
Apple,user_11886
Apple,user_10363
Apple,user_16705
Apple,user_18471
Apple,user_13241
Apple,user_12034
Apple,user_14067
Apple,user_13503
Apple,user_10347
Apple,user_12244
Apple,user_12846
Apple,user_13379
Apple,user_11349
Apple,user_13067
Apple,user_10349
Apple,user_18677
Apple,user_11320
Apple,user_11011
Apple,user_16073
Apple,user_11268
Apple,user_16898
Apple,user_11053
Apple,user_14807
Apple,user_10399
Apple,user_18490
Apple,user_16253
Apple,user_10271
Apple,user_15714
Apple,user_14348
Apple,user_14390
Apple,user_17407
Apple,user_10719
Apple,user_14298
Apple,user_18550
Apple,user_14258
Apple,user_15559
Apple,user_15787
Apple,user_14802
Apple,user_14682
Apple,user_13305
Apple,user_19080
Apple,user_16574
Apple,user_16078
Apple,user_14531
Apple,user_13892
Apple,user_14342
Apple,user_12642
Apple,user_12359
Apple,user_18756
Apple,user_14040
Apple,user_11870
Apple,user_19425
Apple,user_18831
Apple,user_17337
Apple,user_13935
Apple,user_19166
Apple,user_16456
Apple,user_13196
Apple,user_13745
Apple,user_16722
Apple,user_10565
Apple,user_18376
Apple,user_12999
Apple,user_10624
Apple,user_16265
Apple,user_14460
Apple,user_12082
Apple,user_17645
Apple,user_16395
Apple,user_15061
Apple,user_17329
Apple,user_12426
Apple,user_18237
Apple,user_19351
Apple,user_15881
Apple,user_12793
Apple,user_11375
Apple,user_12498
Apple,user_11397
Apple,user_11918
Apple,user_13040
Apple,user_10678
Apple,user_13410
Apple,user_13167
Apple,user_16805
Apple,user_11600
Apple,user_15449
Apple,user_14262
Apple,user_15846
Apple,user_11749
Apple,user_18309
Apple,user_17636
Apple,user_14397
Apple,user_14363
Apple,user_16993
Apple,user_10735
Apple,user_18568
Apple,user_17187
Apple,user_12893
Apple,user_11638
Apple,user_15761
Apple,user_13727
Apple,user_10780
Apple,user_14526
Apple,user_19389
Apple,user_10463
Apple,user_12155
Apple,user_10062
Apple,user_16989
Apple,user_10358
Apple,user_17885
Apple,user_17933
Apple,user_16862
Apple,user_18200
Apple,user_14146
Apple,user_15645
Apple,user_13728
Apple,user_17676
Apple,user_13709
Apple,user_12564
Apple,user_17034
Apple,user_10879
Apple,user_13910
Apple,user_14876
Apple,user_13384
Apple,user_17406
Apple,user_11927
Apple,user_17538
Apple,user_13376
Apple,user_19126
Apple,user_17160
Apple,user_17535
Apple,user_15197
Apple,user_13382
Apple,user_13510
Apple,user_16764
Apple,user_10330
Apple,user_11325
Apple,user_18014
Apple,user_15336
Apple,user_16377
Apple,user_13658
Apple,user_13278
Apple,user_14128
Apple,user_16635
Apple,user_18073
Apple,user_14207
Apple,user_17519
Apple,user_11393
Apple,user_19191
Apple,user_19064
Apple,user_10645
Apple,user_13461
Apple,user_10370
Apple,user_10580
Apple,user_16685
Apple,user_12526
Apple,user_13272
Apple,user_17967
Apple,user_13714
Apple,user_10596
Apple,user_16823
Apple,user_10759
Apple,user_12369
Apple,user_12847
Apple,user_10944
Apple,user_12431
Apple,user_13247
Apple,user_11883
Apple,user_10525
Apple,user_10964
Apple,user_11762
Apple,user_12201
Apple,user_18017
Apple,user_17266
Apple,user_10911
Apple,user_12582
Apple,user_11444
Apple,user_16321
Apple,user_14489
Apple,user_16807
Apple,user_12259
Apple,user_11609
Apple,user_15512
Apple,user_11026
Apple,user_17783
Apple,user_11859
Apple,user_10305
Apple,user_10438
Apple,user_16297
Apple,user_13181
Apple,user_13348
Apple,user_10709
Apple,user_12615
Apple,user_14059
Apple,user_12886
Apple,user_13445
Apple,user_12825
Apple,user_10618
Apple,user_10965
Apple,user_14791
Apple,user_17010
Apple,user_15255
Apple,user_13886
Apple,user_18030
Apple,user_16072
Apple,user_10435
Apple,user_15144
Apple,user_15030
Apple,user_15765
Apple,user_12706
Apple,user_19264
Apple,user_13543
Apple,user_11207
Apple,user_14405
Apple,user_14530
Apple,user_16218
Apple,user_12060
Apple,user_11881
Apple,user_10101
Apple,user_12171
Apple,user_14550
Apple,user_11460
Apple,user_10707
Apple,user_19376
Apple,user_10540
Apple,user_11357
Apple,user_19168
Apple,user_16615
Apple,user_16334
Apple,user_10215
Apple,user_13279
Apple,user_18394
Apple,user_10784
Apple,user_17697
Apple,user_17108
Apple,user_14249
Apple,user_17909
Apple,user_10343
Apple,user_10635
Apple,user_16636
Apple,user_11914
Apple,user_14272
Apple,user_15554
Apple,user_14506
Apple,user_11746
Apple,user_11630
Apple,user_10658
Apple,user_18821
Apple,user_12708
Apple,user_18804
Apple,user_17493
Apple,user_15360
Apple,user_18591
Apple,user_16961
Apple,user_14241
Apple,user_13214
Apple,user_12911
Apple,user_12653
Apple,user_11664
Apple,user_14875
Apple,user_12452
Apple,user_17625
Apple,user_14756
Apple,user_15525
Apple,user_10154
Apple,user_19340
Apple,user_14365
Apple,user_11075
Apple,user_18109
Apple,user_11905
Apple,user_11803
Apple,user_16353
Apple,user_12930
Apple,user_14801
Apple,user_13061
Apple,user_13039
Apple,user_11372
Apple,user_14942
Apple,user_10636
Apple,user_16087
Apple,user_10315
Apple,user_18233
Apple,user_19125
Apple,user_18752
Apple,user_10452
Apple,user_18144
Apple,user_15114
Apple,user_15169
Apple,user_12916
Apple,user_13534
Apple,user_11154
Apple,user_11135
Apple,user_14937
Apple,user_14833
Apple,user_19138
Apple,user_18576
Apple,user_15583
Apple,user_12802
Apple,user_10027
Apple,user_12210
Apple,user_12583
Apple,user_13233
Apple,user_12345
Apple,user_11300
Apple,user_16576
Apple,user_14427
Apple,user_10750
Apple,user_19001
Apple,user_12254
Apple,user_17839
Apple,user_16038
Apple,user_11808
Apple,user_17617
Apple,user_15592
Apple,user_17851
Apple,user_18438
Apple,user_15670
Apple,user_11264
Apple,user_16585
Apple,user_10724
Apple,user_11837
Apple,user_16707
Apple,user_11876
Apple,user_15719
Apple,user_18541
Apple,user_10533
Apple,user_18279
Apple,user_14214
Apple,user_16692
Apple,user_10904
Apple,user_17432
Apple,user_14019
Apple,user_13828
Apple,user_11121
Apple,user_12462
Apple,user_12988
Apple,user_16199
Apple,user_15513
Apple,user_18106
Apple,user_17644
Apple,user_15894
Apple,user_11276
Apple,user_14409
Apple,user_10257
Apple,user_14341
Apple,user_14411
Apple,user_15857
Apple,user_10365
Apple,user_14847
Apple,user_13583
Apple,user_19344
Apple,user_17661
Apple,user_15575
Apple,user_17299
Apple,user_11197
Apple,user_16332
Apple,user_15618
Apple,user_15819
Apple,user_10673
Apple,user_15649
Apple,user_10120
Apple,user_16727
Apple,user_14120
Apple,user_14752
Apple,user_17450
Apple,user_13071
Apple,user_12848
Apple,user_18335
Apple,user_14423
Apple,user_13424
Apple,user_13200
Apple,user_12605
Apple,user_11087
Apple,user_15726
Apple,user_12112
Apple,user_18478
Apple,user_16137
Apple,user_10827
Apple,user_10352
Apple,user_12713
Apple,user_18766
Apple,user_14844
Apple,user_13032
Apple,user_10318
Apple,user_14963
Apple,user_16047
Apple,user_15978
Apple,user_10122
Apple,user_12434
Apple,user_18425
Apple,user_16368
Apple,user_15111
Apple,user_17488
Apple,user_18071
Apple,user_16568
Apple,user_13254
Apple,user_14666
Apple,user_12456
Apple,user_16905
Apple,user_12496
Apple,user_10078
Apple,user_13116
Apple,user_17766
Apple,user_10015
Apple,user_15460
Apple,user_10977
Apple,user_18850
Apple,user_14199
Apple,user_16153
Apple,user_13094
Apple,user_15060
Apple,user_16507
Apple,user_14155
Apple,user_10621
Apple,user_14986
Apple,user_15573
Apple,user_15687
Apple,user_14256
Apple,user_15845
Apple,user_12170
Apple,user_11189
Apple,user_10647
Apple,user_10933
Apple,user_12553
Apple,user_16216
Apple,user_16661
Apple,user_17371
Apple,user_17674
Apple,user_17507
Apple,user_16491
Apple,user_17366
Apple,user_15437
Apple,user_10013
Apple,user_15600
Apple,user_12775
Apple,user_17226
Apple,user_11614
Apple,user_14448
Apple,user_13851
Apple,user_19337
Apple,user_18167
Apple,user_12183
Apple,user_18589
Apple,user_17913
Apple,user_14505
Apple,user_12144
Apple,user_17770
Apple,user_15433
Apple,user_14404
Apple,user_12985
Apple,user_14071
Apple,user_10485
Apple,user_11976
Apple,user_19307
Apple,user_13707
Apple,user_17692
Apple,user_10233
Apple,user_12441
Apple,user_19010
Apple,user_18119
Apple,user_19306
Apple,user_14746
Apple,user_13239
Apple,user_18712
Apple,user_17216
Apple,user_16095
Apple,user_12114
Apple,user_13190
Apple,user_12275
Apple,user_12221
Apple,user_14496
Apple,user_18553
Apple,user_11632
Apple,user_14449
Apple,user_14519
Apple,user_16189
Apple,user_11717
Apple,user_12016
Apple,user_17790
Apple,user_16547
Apple,user_11217
Apple,user_16621
Apple,user_15971
Apple,user_13191
Apple,user_10341
Apple,user_13244
Apple,user_18261
Apple,user_12251
Apple,user_14664
Apple,user_11366
Apple,user_15830
Apple,user_12826
Apple,user_10873
Apple,user_11232
Apple,user_19204
Apple,user_11603
Apple,user_17930
Apple,user_18240
Apple,user_14969
Apple,user_13528
Apple,user_13777
Apple,user_11163
Apple,user_10024
Apple,user_13756
Apple,user_15752
Apple,user_11608
Apple,user_15947
Apple,user_11082
Apple,user_13939
Apple,user_11358
Apple,user_17992
Apple,user_12042
Apple,user_11448
Apple,user_10620
Apple,user_15806
Apple,user_13341
Apple,user_13546
Apple,user_13630
Apple,user_11653
Apple,user_15093
Apple,user_18362
Apple,user_13396
Apple,user_11216
Apple,user_10457
Apple,user_15196
Apple,user_17508
Apple,user_12598
Apple,user_15813
Apple,user_16929
Apple,user_15485
Apple,user_13793
Apple,user_14327
Apple,user_14345
Apple,user_18566
Apple,user_11145
Apple,user_10941
Apple,user_15224
Apple,user_13552
Apple,user_18950
Apple,user_10402
Apple,user_12033
Apple,user_18565
Apple,user_14127
Apple,user_18104
Apple,user_17817
Apple,user_12641
Apple,user_17127
Apple,user_13525
Apple,user_13942
Apple,user_15946
Apple,user_10574
Apple,user_12989
Apple,user_18629
Apple,user_15032
Apple,user_18454
Apple,user_18113
Apple,user_13304
Apple,user_16711
Apple,user_11958
Apple,user_12875
Apple,user_14938
Apple,user_19297
Apple,user_14372
